,nofit,onefit,manyfit
0,,,5JDL0
1,,,5JDL0
2,,,6NY90
3,,,6NY90
4,,,6NY90
5,,,6NY90
6,,,1G1S0
7,,,1G1S0
8,,,4BW70
9,,,4BW70
10,,,4BW70
11,,,4BW70
12,,,4BW70
13,,,4BW70
14,,,4BW70
15,,,4BW70
16,,,4BW70
17,,,5C020
18,,,2QJK0
19,,,2QJK0
20,,,2QJK0
21,,,2QJK0
22,,,2QJK0
23,,,2QJK0
24,,,2BTF0
25,,,2BOX0
26,,,2BOX0
27,,,4NMN0
28,,,3I5A0
29,,,2J9Q0
30,,,2J9Q0
31,,,1DD90
32,,,4JIJ0
33,,,4JIJ0
34,,,4JIJ0
35,,,4JIJ0
36,,,1DUC0
37,,,6NDF0
38,,,6NDF0
39,,,6NDF0
40,,,6NDF0
41,,,6NDF0
42,,,6NDF0
43,,,2HMP0
44,,,2HMP0
45,,,2HMP0
46,,,2HMP0
47,,,2HMP0
48,,,2HMP0
49,,,2HMP0
50,,,4IAK0
51,,,4IAK0
52,,,5JDM0
53,,,2XRM0
54,,,6P5T0
55,,,6P5T0
56,,,6P5T0
57,,,6P5T0
58,,,6P5T0
59,,,6P5T0
60,,,6P5T0
61,,,6P5T0
62,,,6P5T0
63,,,6P5T0
64,,,6P5T0
65,,,6P5T0
66,,,6P5T0
67,,,6P5T0
68,,,6P5T0
69,,,6P5T0
70,,,6P5T0
71,,,6P5T0
72,,,6P5T0
73,,,6P5T0
74,,,6P5T0
75,,,6P5T0
76,,,6P5T0
77,,,6P5T0
78,,,6P5T0
79,,,6P5T0
80,,,6P5T0
81,,,6P5T0
82,,,6P5T0
83,,,6P5T0
84,,,6P5T0
85,,,6P5T0
86,,,6P5T0
87,,,6P5T0
88,,,6P5T0
89,,,6P5T0
90,,,6P5T0
91,,,6P5T0
92,,,6P5T0
93,,,6P5T0
94,,,6P5T0
95,,,6P5T0
96,,,6P5T0
97,,,6P5T0
98,,,6P5T0
99,,,6P5T0
100,,,6P5T0
101,,,6P5T0
102,,,6P5T0
103,,,6P5T0
104,,,6P5T0
105,,,6P5T0
106,,,6P5T0
107,,,6P5T0
108,,,6P5T0
109,,,6P5T0
110,,,6P5T0
111,,,6P5T0
112,,,6P5T0
113,,,6P5T0
114,,,6P5T0
115,,,6P5T0
116,,,6P5T0
117,,,6P5T0
118,,,6P5T0
119,,,6P5T0
120,,,6P5T0
121,,,6P5T0
122,,,6P5T0
123,,,6P5T0
124,,,6P5T0
125,,,6P5T0
126,,,6P5T0
127,,,6P5T0
128,,,6P5T0
129,,,6P5T0
130,,,6P5T0
131,,,6P5T0
132,,,6P5T0
133,,,6P5T0
134,,,6P5T0
135,,,6P5T0
136,,,6P5T0
137,,,6P5T0
138,,,6P5T0
139,,,6P5T0
140,,,6P5T0
141,,,6P5T0
142,,,6P5T0
143,,,6P5T0
144,,,6P5T0
145,,,6P5T0
146,,,6P5T0
147,,,6P5T0
148,,,6P5T0
149,,,6P5T0
150,,,6P5T0
151,,,6P5T0
152,,,6P5T0
153,,,6P5T0
154,,,6P5T0
155,,,6P5T0
156,,,6P5T0
157,,,6P5T0
158,,,6P5T0
159,,,6P5T0
160,,,6P5T0
161,,,6P5T0
162,,,6P5T0
163,,,6P5T0
164,,,6P5T0
165,,,6P5T0
166,,,6P5T0
167,,,6P5T0
168,,,6P5T0
169,,,6P5T0
170,,,6P5T0
171,,,6P5T0
172,,,6P5T0
173,,,6P5T0
174,,,6P5T0
175,,,6P5T0
176,,,6P5T0
177,,,6P5T0
178,,,5KLI0
179,,,5KLI0
180,,,5KLI0
181,,,5KLI0
182,,,5KLI0
183,,,5KLI0
184,,,6NHH0
185,,,6NHH0
186,,,6NHH0
187,,,2QJY0
188,,,2QJY0
189,,,2QJY0
190,,,2QJY0
191,,,2QJY0
192,,,2QJY0
193,,,2QJY0
194,,,2QJY0
195,,,2QJY0
196,,,5LT10
197,,,5B5M0
198,,,5B5M0
199,,,5B5M0
200,,,5B5M0
201,,,5B5M0
202,,,5B5M0
203,,,5B5M0
204,,,5B5M0
205,,,5B5M0
206,,,5B5M0
207,,,5B5M0
208,,,5B5M0
209,,,5B5M0
210,,,5B5M0
211,,,5B5M0
212,,,5B5M0
213,,,5B5M0
214,,,5B5M0
215,,,5B5M0
216,,,5B5M0
217,,,5B5M0
218,,,5B5M0
219,,,5B5M0
220,,,5B5M0
221,,,5B5M0
222,,,5B5M0
223,,,5B5M0
224,,,5B5M0
225,,,5B5M0
226,,,5B5M0
227,,,5B5M0
228,,,5B5M0
229,,,5B5M0
230,,,5B5M0
231,,,5B5M0
232,,,5B5M0
233,,,5B5M0
234,,,5B5M0
235,,,3ILG0
236,,,3ILG0
237,,,6EEL0
238,,,6EEL0
239,,,6EEL0
240,,,6EEL0
241,,,6EEL0
242,,,6EEL0
243,,,4JKR0
244,,,4JKR0
245,,,4JKR0
246,,,4JKR0
247,,,4JKR0
248,,,4JKR0
249,,,4JKR0
250,,,4JKR0
251,,,4G250
252,,,5HXS0
