,nofit,onefit,manyfit
0,,1N0Y0,1QNV0
1,,1N0Y0,1QNV0
2,,,1SN80
3,,,1SN80
4,,,4PC10
5,,,4PC10
6,,,2OQ10
7,,,1XXA0
8,,,1XXA0
9,,,1XXA0
10,,,1XXA0
11,,,4TKX0
12,,,1ZHW0
13,,,2ANI0
14,,,2EX30
15,,,2EX30
16,,,2EX30
17,,,2EX30
18,,,2EX30
19,,,2EX30
20,,,2EX30
21,,,2EX30
22,,,2EX30
23,,,2EX30
24,,,2EX30
25,,,2EX30
26,,,2EX30
27,,,2EX30
28,,,2EX30
29,,,2EX30
30,,,5VFG0
31,,,3EC80
32,,,3EC80
33,,,2O3C0
34,,,2O3C0
35,,,2O3C0
36,,,2G0A0
37,,,2G0A0
38,,,3TWY0
39,,,3TWY0
40,,,5B6T0
41,,,2V010
42,,,2V010
43,,,2V010
44,,,2V010
45,,,2V010
46,,,2V010
47,,,2V010
48,,,2V010
49,,,4QW20
50,,,1N0Y0
51,,,1N0Y0
52,,,1N0Y0
53,,,1N0Y0
54,,,1N0Y0
55,,,1N0Y0
56,,,1N0Y0
57,,,1N0Y0
58,,,1N0Y0
59,,,1N0Y0
60,,,1N0Y0
61,,,1N0Y0
62,,,1NA00
63,,,1NA00
64,,,1NA00
65,,,1NA00
66,,,1NA00
67,,,4H7X0
68,,,1V0D0
69,,,2FJ90
70,,,3QJK0
71,,,3QJK0
72,,,3QJK0
73,,,3QJK0
74,,,5KB00
75,,,1HD70
76,,,5TAO0
77,,,5TAO0
78,,,5TAO0
79,,,5TAO0
80,,,2FP10
81,,,2FP10
82,,,5GPE0
83,,,5GPE0
84,,,5GPE0
85,,,5GPE0
86,,,5GPE0
87,,,5GPE0
88,,,5GPE0
89,,,5GPE0
90,,,1E9N0
91,,,1E9N0
92,,,1E9N0
93,,,1E9N0
94,,,1FJR0
95,,,1FJR0
96,,,1FJR0
97,,,1FJR0
98,,,1ZHZ0
99,,,1ZHZ0
100,,,5VFE0
101,,,5VFE0
102,,,1IW70
103,,,1IW70
104,,,1IW70
105,,,1IW70
106,,,1ZHY0
107,,,1ZHY0
108,,,2QD50
109,,,2QD50
110,,,3FHH0
111,,,3FHH0
112,,,3FHH0
113,,,3FHH0
114,,,2XAL0
115,,,2XAL0
116,,,2XAL0
117,,,2XAL0
118,,,2CH70
119,,,2CH70
120,,,3T8Y0
121,,,3T8Y0
122,,,2QKL0
123,,,1KA40
124,,,4V0O0
125,,,4V0O0
126,,,4V0O0
127,,,4V0O0
128,,,4V0O0
129,,,4V0O0
130,,,4V0O0
131,,,4V0O0
132,,,4V0O0
133,,,4V0O0
134,,,4V0O0
135,,,4V0O0
136,,,4V0O0
137,,,4V0O0
138,,,4V0O0
139,,,4V0O0
140,,,4V0O0
141,,,4V0O0
142,,,1HQJ0
143,,,1HQJ0
144,,,1HQJ0
145,,,1HQJ0
146,,,1HQJ0
147,,,1HQJ0
148,,,1HQJ0
149,,,1HQJ0
150,,,1HQJ0
151,,,1QR70
152,,,1QR70
153,,,1QR70
154,,,1QR70
155,,,5VFF0
156,,,1SYY0
